PortfolioName,AssetTicker,Weight
USD Higher Risk Full,CSTEVDH,0.035
USD Higher Risk Full,MSUTDKL,0.034
USD Higher Risk Full,PE_BUYOUT,0.033
USD Higher Risk Full,CSFBMTT,0.025
USD Higher Risk Full,PE_GROWTH,0.018
USD Higher Risk Full,PRIVATE_CREDIT,0.018
USD Higher Risk Full,PA_REAL_ESTATE,0.012
USD Higher Risk Full,PE_VENTURE,0.009
USD Higher Risk Core,FRUS1GR,0.164394
USD Higher Risk Core,FRUS1VA,0.164396
USD Higher Risk Core,MSEMKF$,0.112088
USD Higher Risk Core,MSEXUKL,0.104615
USD Higher Risk Core,LHTRYIN,0.087912
USD Higher Risk Core,FRUSS2L,0.05978
USD Higher Risk Core,LHYIELD,0.054945
USD Higher Risk Core,MSJPANL,0.052308
USD Higher Risk Core,MSPXJPL,0.052308
USD Higher Risk Core,CSTLNSH,0.043956
USD Higher Risk Core,CSTEVDH,0.038462
USD Higher Risk Core,MSUTDKL,0.037363
USD Higher Risk Core,CSFBMTT,0.027473
USD Higher Risk ex-Alts,FRUS1GR,0.184694
USD Higher Risk ex-Alts,FRUS1VA,0.184691
USD Higher Risk ex-Alts,MSEMKF$,0.125926
USD Higher Risk ex-Alts,MSEXUKL,0.117531
USD Higher Risk ex-Alts,LHTRYIN,0.098765
USD Higher Risk ex-Alts,FRUSS2L,0.06716
USD Higher Risk ex-Alts,LHYIELD,0.061728
USD Higher Risk ex-Alts,MSJPANL,0.058765
USD Higher Risk ex-Alts,MSPXJPL,0.058765
USD Higher Risk ex-Alts,MSUTDKL,0.041975
USD Higher Risk ex-HFs,FRUS1GR,0.166222
USD Higher Risk ex-HFs,FRUS1VA,0.166222
USD Higher Risk ex-HFs,MSEMKF$,0.113333
USD Higher Risk ex-HFs,MSEXUKL,0.105778
USD Higher Risk ex-HFs,LHTRYIN,0.088889
USD Higher Risk ex-HFs,FRUSS2L,0.060444
USD Higher Risk ex-HFs,LHYIELD,0.055556
USD Higher Risk ex-HFs,MSJPANL,0.052889
USD Higher Risk ex-HFs,MSPXJPL,0.052889
USD Higher Risk ex-HFs,MSUTDKL,0.037778
USD Higher Risk ex-HFs,PE_BUYOUT,0.036667
USD Higher Risk ex-HFs,PE_GROWTH,0.02
USD Higher Risk ex-HFs,PRIVATE_CREDIT,0.02
USD Higher Risk ex-HFs,PA_REAL_ESTATE,0.013333
USD Higher Risk ex-HFs,PE_VENTURE,0.01
USD Higher Risk ex-HFs ex-RAs,FRUS1GR,0.166222
USD Higher Risk ex-HFs ex-RAs,FRUS1VA,0.166222
USD Higher Risk ex-HFs ex-RAs,MSEMKF$,0.113333
USD Higher Risk ex-HFs ex-RAs,MSEXUKL,0.105778
USD Higher Risk ex-HFs ex-RAs,LHTRYIN,0.088889
USD Higher Risk ex-HFs ex-RAs,FRUSS2L,0.060444
USD Higher Risk ex-HFs ex-RAs,LHYIELD,0.055556
USD Higher Risk ex-HFs ex-RAs,MSJPANL,0.052889
USD Higher Risk ex-HFs ex-RAs,MSPXJPL,0.052889
USD Higher Risk ex-HFs ex-RAs,MSUTDKL,0.037778
USD Higher Risk ex-HFs ex-RAs,PE_BUYOUT,0.036667
USD Higher Risk ex-HFs ex-RAs,PRIVATE_CREDIT,0.033333
USD Higher Risk ex-HFs ex-RAs,PE_GROWTH,0.02
USD Higher Risk ex-HFs ex-RAs,PE_VENTURE,0.01
USD Higher Risk Full ex-RAs,FRUS1GR,0.1496
USD Higher Risk Full ex-RAs,FRUS1VA,0.1496
USD Higher Risk Full ex-RAs,MSEMKF$,0.102
USD Higher Risk Full ex-RAs,MSEXUKL,0.0952
USD Higher Risk Full ex-RAs,LHTRYIN,0.08
USD Higher Risk Full ex-RAs,FRUSS2L,0.0544
USD Higher Risk Full ex-RAs,LHYIELD,0.05
USD Higher Risk Full ex-RAs,MSJPANL,0.0476
USD Higher Risk Full ex-RAs,MSPXJPL,0.0476
USD Higher Risk Full ex-RAs,CSTLNSH,0.04
USD Higher Risk Full ex-RAs,CSTEVDH,0.035
USD Higher Risk Full ex-RAs,MSUTDKL,0.034
USD Higher Risk Full ex-RAs,PE_BUYOUT,0.033
USD Higher Risk Full ex-RAs,PRIVATE_CREDIT,0.03
USD Higher Risk Full ex-RAs,CSFBMTT,0.025
USD Higher Risk Full ex-RAs,PE_GROWTH,0.018
USD Higher Risk Full ex-RAs,PE_VENTURE,0.009
USD All Equity,FRUS1GR,0.22
USD All Equity,FRUS1VA,0.22
USD All Equity,MSEMKF$,0.15
USD All Equity,MSEXUKL,0.14
USD All Equity,FRUSS2L,0.08
USD All Equity,MSJPANL,0.07
USD All Equity,MSPXJPL,0.07
USD All Equity,MSUTDKL,0.05
GBP LowVol Full,LHTRYIN,0.62
GBP LowVol Full,LHYIELD,0.1
GBP LowVol Full,CSTLNSH,0.028
GBP LowVol Full,FRUS1GR,0.0272
GBP LowVol Full,FRUS1VA,0.0272
GBP LowVol Full,CSTEVDH,0.0245
GBP LowVol Full,MSUTDKL,0.024
GBP LowVol Full,MSEMKF$,0.024
GBP LowVol Full,MSEXUKL,0.0224
GBP LowVol Full,CSFBMTT,0.0175
GBP LowVol Full,PE_BUYOUT,0.0165
GBP LowVol Full,FRUSS2L,0.0128
GBP LowVol Full,PRIVATE_CREDIT,0.012
GBP LowVol Full,MSJPANL,0.0112
GBP LowVol Full,MSPXJPL,0.0112
GBP LowVol Full,PE_GROWTH,0.009
GBP LowVol Full,PA_REAL_ESTATE,0.008
GBP LowVol Full,PE_VENTURE,0.0045
GBP LowVol Core,LHTRYIN,0.652632
GBP LowVol Core,LHYIELD,0.105263
GBP LowVol Core,CSTLNSH,0.029474
GBP LowVol Core,FRUS1GR,0.028632
GBP LowVol Core,FRUS1VA,0.028632
GBP LowVol Core,CSTEVDH,0.025789
GBP LowVol Core,MSUTDKL,0.025263
GBP LowVol Core,MSEMKF$,0.025263
GBP LowVol Core,MSEXUKL,0.023579
GBP LowVol Core,CSFBMTT,0.018421
GBP LowVol Core,FRUSS2L,0.013474
GBP LowVol Core,MSJPANL,0.011789
GBP LowVol Core,MSPXJPL,0.011789
GBP LowVol ex-Alts,LHTRYIN,0.704546
GBP LowVol ex-Alts,LHYIELD,0.113636
GBP LowVol ex-Alts,FRUS1GR,0.030909
GBP LowVol ex-Alts,FRUS1VA,0.030909
GBP LowVol ex-Alts,MSUTDKL,0.027273
GBP LowVol ex-Alts,MSEMKF$,0.027273
GBP LowVol ex-Alts,MSEXUKL,0.025455
GBP LowVol ex-Alts,FRUSS2L,0.014545
GBP LowVol ex-Alts,MSJPANL,0.012727
GBP LowVol ex-Alts,MSPXJPL,0.012727
GBP LowVol ex-HFs,LHTRYIN,0.666669
GBP LowVol ex-HFs,LHYIELD,0.107527
GBP LowVol ex-HFs,FRUS1GR,0.029247
GBP LowVol ex-HFs,FRUS1VA,0.029247
GBP LowVol ex-HFs,MSUTDKL,0.025806
GBP LowVol ex-HFs,MSEMKF$,0.025806
GBP LowVol ex-HFs,MSEXUKL,0.024086
GBP LowVol ex-HFs,PE_BUYOUT,0.017742
GBP LowVol ex-HFs,FRUSS2L,0.013763
GBP LowVol ex-HFs,PRIVATE_CREDIT,0.012903
GBP LowVol ex-HFs,MSJPANL,0.012043
GBP LowVol ex-HFs,MSPXJPL,0.012043
GBP LowVol ex-HFs,PE_GROWTH,0.009677
GBP LowVol ex-HFs,PA_REAL_ESTATE,0.008602
GBP LowVol ex-HFs,PE_VENTURE,0.004839
GBP LowVol ex-HFs ex-RAs,LHTRYIN,0.666669
GBP LowVol ex-HFs ex-RAs,LHYIELD,0.107527
GBP LowVol ex-HFs ex-RAs,FRUS1GR,0.029247
GBP LowVol ex-HFs ex-RAs,FRUS1VA,0.029247
GBP LowVol ex-HFs ex-RAs,MSUTDKL,0.025806
GBP LowVol ex-HFs ex-RAs,MSEMKF$,0.025806
GBP LowVol ex-HFs ex-RAs,MSEXUKL,0.024086
GBP LowVol ex-HFs ex-RAs,PRIVATE_CREDIT,0.021505
GBP LowVol ex-HFs ex-RAs,PE_BUYOUT,0.017742
GBP LowVol ex-HFs ex-RAs,FRUSS2L,0.013763
GBP LowVol ex-HFs ex-RAs,MSJPANL,0.012043
GBP LowVol ex-HFs ex-RAs,MSPXJPL,0.012043
GBP LowVol ex-HFs ex-RAs,PE_GROWTH,0.009677
GBP LowVol ex-HFs ex-RAs,PE_VENTURE,0.004839
GBP LowVol Full ex-RAs,LHTRYIN,0.62
GBP LowVol Full ex-RAs,LHYIELD,0.1
GBP LowVol Full ex-RAs,CSTLNSH,0.028
GBP LowVol Full ex-RAs,FRUS1GR,0.0272
GBP LowVol Full ex-RAs,FRUS1VA,0.0272
GBP LowVol Full ex-RAs,CSTEVDH,0.0245
GBP LowVol Full ex-RAs,MSUTDKL,0.024
GBP LowVol Full ex-RAs,MSEMKF$,0.024
GBP LowVol Full ex-RAs,MSEXUKL,0.0224
GBP LowVol Full ex-RAs,PRIVATE_CREDIT,0.02
GBP LowVol Full ex-RAs,CSFBMTT,0.0175
GBP LowVol Full ex-RAs,PE_BUYOUT,0.0165
GBP LowVol Full ex-RAs,FRUSS2L,0.0128
GBP LowVol Full ex-RAs,MSJPANL,0.0112
GBP LowVol Full ex-RAs,MSPXJPL,0.0112
GBP LowVol Full ex-RAs,PE_GROWTH,0.009
GBP LowVol Full ex-RAs,PE_VENTURE,0.0045
GBP Conservative Full,LHTRYIN,0.5
GBP Conservative Full,LHYIELD,0.1
GBP Conservative Full,FRUS1GR,0.0408
GBP Conservative Full,FRUS1VA,0.0408
GBP Conservative Full,MSUTDKL,0.036
GBP Conservative Full,MSEMKF$,0.036
GBP Conservative Full,CSTLNSH,0.036
GBP Conservative Full,MSEXUKL,0.0336
GBP Conservative Full,CSTEVDH,0.0315
GBP Conservative Full,CSFBMTT,0.0225
GBP Conservative Full,PE_BUYOUT,0.022
GBP Conservative Full,FRUSS2L,0.0192
GBP Conservative Full,PRIVATE_CREDIT,0.018
GBP Conservative Full,MSJPANL,0.0168
GBP Conservative Full,MSPXJPL,0.0168
GBP Conservative Full,PE_GROWTH,0.012
GBP Conservative Full,PA_REAL_ESTATE,0.012
GBP Conservative Full,PE_VENTURE,0.006
GBP Conservative Core,LHTRYIN,0.537632
GBP Conservative Core,LHYIELD,0.107527
GBP Conservative Core,FRUS1GR,0.043871
GBP Conservative Core,FRUS1VA,0.043871
GBP Conservative Core,MSUTDKL,0.03871
GBP Conservative Core,MSEMKF$,0.03871
GBP Conservative Core,CSTLNSH,0.03871
GBP Conservative Core,MSEXUKL,0.036129
GBP Conservative Core,CSTEVDH,0.033871
GBP Conservative Core,CSFBMTT,0.024194
GBP Conservative Core,FRUSS2L,0.020645
GBP Conservative Core,MSJPANL,0.018065
GBP Conservative Core,MSPXJPL,0.018065
GBP Conservative ex-Alts,LHTRYIN,0.595239
GBP Conservative ex-Alts,LHYIELD,0.119048
GBP Conservative ex-Alts,FRUS1GR,0.048571
GBP Conservative ex-Alts,FRUS1VA,0.048571
GBP Conservative ex-Alts,MSUTDKL,0.042857
GBP Conservative ex-Alts,MSEMKF$,0.042857
GBP Conservative ex-Alts,MSEXUKL,0.04
GBP Conservative ex-Alts,FRUSS2L,0.022857
GBP Conservative ex-Alts,MSJPANL,0.02
GBP Conservative ex-Alts,MSPXJPL,0.02
GBP Conservative ex-HFs,LHTRYIN,0.549451
GBP Conservative ex-HFs,LHYIELD,0.10989
GBP Conservative ex-HFs,FRUS1GR,0.044835
GBP Conservative ex-HFs,FRUS1VA,0.044835
GBP Conservative ex-HFs,MSUTDKL,0.03956
GBP Conservative ex-HFs,MSEMKF$,0.03956
GBP Conservative ex-HFs,MSEXUKL,0.036923
GBP Conservative ex-HFs,PE_BUYOUT,0.024176
GBP Conservative ex-HFs,FRUSS2L,0.021099
GBP Conservative ex-HFs,PRIVATE_CREDIT,0.01978
GBP Conservative ex-HFs,MSJPANL,0.018462
GBP Conservative ex-HFs,MSPXJPL,0.018462
GBP Conservative ex-HFs,PE_GROWTH,0.013187
GBP Conservative ex-HFs,PA_REAL_ESTATE,0.013187
GBP Conservative ex-HFs,PE_VENTURE,0.006593
GBP Conservative ex-HFs ex-RAs,LHTRYIN,0.549451
GBP Conservative ex-HFs ex-RAs,LHYIELD,0.10989
GBP Conservative ex-HFs ex-RAs,FRUS1GR,0.044835
GBP Conservative ex-HFs ex-RAs,FRUS1VA,0.044835
GBP Conservative ex-HFs ex-RAs,MSUTDKL,0.03956
GBP Conservative ex-HFs ex-RAs,MSEMKF$,0.03956
GBP Conservative ex-HFs ex-RAs,MSEXUKL,0.036923
GBP Conservative ex-HFs ex-RAs,PRIVATE_CREDIT,0.032967
GBP Conservative ex-HFs ex-RAs,PE_BUYOUT,0.024176
GBP Conservative ex-HFs ex-RAs,FRUSS2L,0.021099
GBP Conservative ex-HFs ex-RAs,MSJPANL,0.018462
GBP Conservative ex-HFs ex-RAs,MSPXJPL,0.018462
GBP Conservative ex-HFs ex-RAs,PE_GROWTH,0.013187
GBP Conservative ex-HFs ex-RAs,PE_VENTURE,0.006593
GBP Conservative Full ex-RAs,LHTRYIN,0.5
GBP Conservative Full ex-RAs,LHYIELD,0.1
GBP Conservative Full ex-RAs,FRUS1GR,0.0408
GBP Conservative Full ex-RAs,FRUS1VA,0.0408
GBP Conservative Full ex-RAs,MSUTDKL,0.036
GBP Conservative Full ex-RAs,MSEMKF$,0.036
GBP Conservative Full ex-RAs,CSTLNSH,0.036
GBP Conservative Full ex-RAs,MSEXUKL,0.0336
GBP Conservative Full ex-RAs,CSTEVDH,0.0315
GBP Conservative Full ex-RAs,PRIVATE_CREDIT,0.03
GBP Conservative Full ex-RAs,CSFBMTT,0.0225
GBP Conservative Full ex-RAs,PE_BUYOUT,0.022
GBP Conservative Full ex-RAs,FRUSS2L,0.0192
GBP Conservative Full ex-RAs,MSJPANL,0.0168
GBP Conservative Full ex-RAs,MSPXJPL,0.0168
GBP Conservative Full ex-RAs,PE_GROWTH,0.012
GBP Conservative Full ex-RAs,PE_VENTURE,0.006
GBP ConsMod Full,LHTRYIN,0.4
GBP ConsMod Full,LHYIELD,0.09
GBP ConsMod Full,FRUS1GR,0.0544
GBP ConsMod Full,FRUS1VA,0.0544
GBP ConsMod Full,MSUTDKL,0.048
GBP ConsMod Full,MSEMKF$,0.048
GBP ConsMod Full,MSEXUKL,0.0448
GBP ConsMod Full,CSTLNSH,0.04
GBP ConsMod Full,CSTEVDH,0.035
GBP ConsMod Full,PE_BUYOUT,0.0275
GBP ConsMod Full,FRUSS2L,0.0256
GBP ConsMod Full,CSFBMTT,0.025
GBP ConsMod Full,PRIVATE_CREDIT,0.024
GBP ConsMod Full,MSJPANL,0.0224
GBP ConsMod Full,MSPXJPL,0.0224
GBP ConsMod Full,PA_REAL_ESTATE,0.016
GBP ConsMod Full,PE_GROWTH,0.015
GBP ConsMod Full,PE_VENTURE,0.0075
GBP ConsMod Core,LHTRYIN,0.439561
GBP ConsMod Core,LHYIELD,0.098901
GBP ConsMod Core,FRUS1GR,0.05978
GBP ConsMod Core,FRUS1VA,0.05978
GBP ConsMod Core,MSUTDKL,0.052747
GBP ConsMod Core,MSEMKF$,0.052747
GBP ConsMod Core,MSEXUKL,0.049231
GBP ConsMod Core,CSTLNSH,0.043956
GBP ConsMod Core,CSTEVDH,0.038462
GBP ConsMod Core,FRUSS2L,0.028132
GBP ConsMod Core,CSFBMTT,0.027473
GBP ConsMod Core,MSJPANL,0.024615
GBP ConsMod Core,MSPXJPL,0.024615
GBP ConsMod ex-Alts,LHTRYIN,0.493829
GBP ConsMod ex-Alts,LHYIELD,0.111111
GBP ConsMod ex-Alts,FRUS1GR,0.06716
GBP ConsMod ex-Alts,FRUS1VA,0.06716
GBP ConsMod ex-Alts,MSUTDKL,0.059259
GBP ConsMod ex-Alts,MSEMKF$,0.059259
GBP ConsMod ex-Alts,MSEXUKL,0.055309
GBP ConsMod ex-Alts,FRUSS2L,0.031605
GBP ConsMod ex-Alts,MSJPANL,0.027654
GBP ConsMod ex-Alts,MSPXJPL,0.027654
GBP ConsMod ex-HFs,LHTRYIN,0.444445
GBP ConsMod ex-HFs,LHYIELD,0.1
GBP ConsMod ex-HFs,FRUS1GR,0.060444
GBP ConsMod ex-HFs,FRUS1VA,0.060444
GBP ConsMod ex-HFs,MSUTDKL,0.053333
GBP ConsMod ex-HFs,MSEMKF$,0.053333
GBP ConsMod ex-HFs,MSEXUKL,0.049778
GBP ConsMod ex-HFs,PE_BUYOUT,0.030556
GBP ConsMod ex-HFs,FRUSS2L,0.028444
GBP ConsMod ex-HFs,PRIVATE_CREDIT,0.026667
GBP ConsMod ex-HFs,MSJPANL,0.024889
GBP ConsMod ex-HFs,MSPXJPL,0.024889
GBP ConsMod ex-HFs,PA_REAL_ESTATE,0.017778
GBP ConsMod ex-HFs,PE_GROWTH,0.016667
GBP ConsMod ex-HFs,PE_VENTURE,0.008333
GBP ConsMod ex-HFs ex-RAs,LHTRYIN,0.444446
GBP ConsMod ex-HFs ex-RAs,LHYIELD,0.1
GBP ConsMod ex-HFs ex-RAs,FRUS1GR,0.060444
GBP ConsMod ex-HFs ex-RAs,FRUS1VA,0.060444
GBP ConsMod ex-HFs ex-RAs,MSUTDKL,0.053333
GBP ConsMod ex-HFs ex-RAs,MSEMKF$,0.053333
GBP ConsMod ex-HFs ex-RAs,MSEXUKL,0.049778
GBP ConsMod ex-HFs ex-RAs,PRIVATE_CREDIT,0.044444
GBP ConsMod ex-HFs ex-RAs,PE_BUYOUT,0.030556
GBP ConsMod ex-HFs ex-RAs,FRUSS2L,0.028444
GBP ConsMod ex-HFs ex-RAs,MSJPANL,0.024889
GBP ConsMod ex-HFs ex-RAs,MSPXJPL,0.024889
GBP ConsMod ex-HFs ex-RAs,PE_GROWTH,0.016667
GBP ConsMod ex-HFs ex-RAs,PE_VENTURE,0.008333
GBP ConsMod Full ex-RAs,LHTRYIN,0.4
GBP ConsMod Full ex-RAs,LHYIELD,0.09
GBP ConsMod Full ex-RAs,FRUS1GR,0.0544
GBP ConsMod Full ex-RAs,FRUS1VA,0.0544
GBP ConsMod Full ex-RAs,MSUTDKL,0.048
GBP ConsMod Full ex-RAs,MSEMKF$,0.048
GBP ConsMod Full ex-RAs,MSEXUKL,0.0448
GBP ConsMod Full ex-RAs,CSTLNSH,0.04
GBP ConsMod Full ex-RAs,PRIVATE_CREDIT,0.04
GBP ConsMod Full ex-RAs,CSTEVDH,0.035
GBP ConsMod Full ex-RAs,PE_BUYOUT,0.0275
GBP ConsMod Full ex-RAs,FRUSS2L,0.0256
GBP ConsMod Full ex-RAs,CSFBMTT,0.025
GBP ConsMod Full ex-RAs,MSJPANL,0.0224
GBP ConsMod Full ex-RAs,MSPXJPL,0.0224
GBP ConsMod Full ex-RAs,PE_GROWTH,0.015
GBP ConsMod Full ex-RAs,PE_VENTURE,0.0075
GBP Moderate Full,LHTRYIN,0.34
GBP Moderate Full,LHYIELD,0.09
GBP Moderate Full,FRUS1GR,0.0646
GBP Moderate Full,FRUS1VA,0.0646
GBP Moderate Full,MSUTDKL,0.057
GBP Moderate Full,MSEMKF$,0.057
GBP Moderate Full,MSEXUKL,0.0532
GBP Moderate Full,CSTLNSH,0.04
GBP Moderate Full,CSTEVDH,0.035
GBP Moderate Full,FRUSS2L,0.0304
GBP Moderate Full,PE_BUYOUT,0.0275
GBP Moderate Full,MSJPANL,0.0266
GBP Moderate Full,MSPXJPL,0.0266
GBP Moderate Full,CSFBMTT,0.025
GBP Moderate Full,PRIVATE_CREDIT,0.024
GBP Moderate Full,PA_REAL_ESTATE,0.016
GBP Moderate Full,PE_GROWTH,0.015
GBP Moderate Full,PE_VENTURE,0.0075
GBP Moderate Core,LHTRYIN,0.373625
GBP Moderate Core,LHYIELD,0.098901
GBP Moderate Core,FRUS1GR,0.070989
GBP Moderate Core,FRUS1VA,0.070989
GBP Moderate Core,MSUTDKL,0.062637
GBP Moderate Core,MSEMKF$,0.062637
GBP Moderate Core,MSEXUKL,0.058462
GBP Moderate Core,CSTLNSH,0.043956
GBP Moderate Core,CSTEVDH,0.038462
GBP Moderate Core,FRUSS2L,0.033407
GBP Moderate Core,MSJPANL,0.029231
GBP Moderate Core,MSPXJPL,0.029231
GBP Moderate Core,CSFBMTT,0.027473
GBP Moderate ex-Alts,LHTRYIN,0.419753
GBP Moderate ex-Alts,LHYIELD,0.111111
GBP Moderate ex-Alts,FRUS1GR,0.079753
GBP Moderate ex-Alts,FRUS1VA,0.079753
GBP Moderate ex-Alts,MSUTDKL,0.07037
GBP Moderate ex-Alts,MSEMKF$,0.07037
GBP Moderate ex-Alts,MSEXUKL,0.065679
GBP Moderate ex-Alts,FRUSS2L,0.037531
GBP Moderate ex-Alts,MSJPANL,0.03284
GBP Moderate ex-Alts,MSPXJPL,0.03284
GBP Moderate ex-HFs,LHTRYIN,0.377776
GBP Moderate ex-HFs,LHYIELD,0.1
GBP Moderate ex-HFs,FRUS1GR,0.071778
GBP Moderate ex-HFs,FRUS1VA,0.071778
GBP Moderate ex-HFs,MSUTDKL,0.063333
GBP Moderate ex-HFs,MSEMKF$,0.063333
GBP Moderate ex-HFs,MSEXUKL,0.059111
GBP Moderate ex-HFs,FRUSS2L,0.033778
GBP Moderate ex-HFs,PE_BUYOUT,0.030556
GBP Moderate ex-HFs,MSJPANL,0.029556
GBP Moderate ex-HFs,MSPXJPL,0.029556
GBP Moderate ex-HFs,PRIVATE_CREDIT,0.026667
GBP Moderate ex-HFs,PA_REAL_ESTATE,0.017778
GBP Moderate ex-HFs,PE_GROWTH,0.016667
GBP Moderate ex-HFs,PE_VENTURE,0.008333
GBP Moderate ex-HFs ex-RAs,LHTRYIN,0.377777
GBP Moderate ex-HFs ex-RAs,LHYIELD,0.1
GBP Moderate ex-HFs ex-RAs,FRUS1GR,0.071778
GBP Moderate ex-HFs ex-RAs,FRUS1VA,0.071778
GBP Moderate ex-HFs ex-RAs,MSUTDKL,0.063333
GBP Moderate ex-HFs ex-RAs,MSEMKF$,0.063333
GBP Moderate ex-HFs ex-RAs,MSEXUKL,0.059111
GBP Moderate ex-HFs ex-RAs,PRIVATE_CREDIT,0.044444
GBP Moderate ex-HFs ex-RAs,FRUSS2L,0.033778
GBP Moderate ex-HFs ex-RAs,PE_BUYOUT,0.030556
GBP Moderate ex-HFs ex-RAs,MSJPANL,0.029556
GBP Moderate ex-HFs ex-RAs,MSPXJPL,0.029556
GBP Moderate ex-HFs ex-RAs,PE_GROWTH,0.016667
GBP Moderate ex-HFs ex-RAs,PE_VENTURE,0.008333
GBP Moderate Full ex-RAs,LHTRYIN,0.34
GBP Moderate Full ex-RAs,LHYIELD,0.09
GBP Moderate Full ex-RAs,FRUS1GR,0.0646
GBP Moderate Full ex-RAs,FRUS1VA,0.0646
GBP Moderate Full ex-RAs,MSUTDKL,0.057
GBP Moderate Full ex-RAs,MSEMKF$,0.057
GBP Moderate Full ex-RAs,MSEXUKL,0.0532
GBP Moderate Full ex-RAs,CSTLNSH,0.04
GBP Moderate Full ex-RAs,PRIVATE_CREDIT,0.04
GBP Moderate Full ex-RAs,CSTEVDH,0.035
GBP Moderate Full ex-RAs,FRUSS2L,0.0304
GBP Moderate Full ex-RAs,PE_BUYOUT,0.0275
GBP Moderate Full ex-RAs,MSJPANL,0.0266
GBP Moderate Full ex-RAs,MSPXJPL,0.0266
GBP Moderate Full ex-RAs,CSFBMTT,0.025
GBP Moderate Full ex-RAs,PE_GROWTH,0.015
GBP Moderate Full ex-RAs,PE_VENTURE,0.0075
GBP ModAgg Full,LHTRYIN,0.25
GBP ModAgg Full,LHYIELD,0.08
GBP ModAgg Full,FRUS1GR,0.0799
GBP ModAgg Full,FRUS1VA,0.0799
GBP ModAgg Full,MSUTDKL,0.0705
GBP ModAgg Full,MSEMKF$,0.0705
GBP ModAgg Full,MSEXUKL,0.0658
GBP ModAgg Full,CSTLNSH,0.044
GBP ModAgg Full,CSTEVDH,0.0385
GBP ModAgg Full,FRUSS2L,0.0376
GBP ModAgg Full,PE_BUYOUT,0.033
GBP ModAgg Full,MSJPANL,0.0329
GBP ModAgg Full,MSPXJPL,0.0329
GBP ModAgg Full,CSFBMTT,0.0275
GBP ModAgg Full,PE_GROWTH,0.018
GBP ModAgg Full,PRIVATE_CREDIT,0.018
GBP ModAgg Full,PA_REAL_ESTATE,0.012
GBP ModAgg Full,PE_VENTURE,0.009
GBP ModAgg Core,LHTRYIN,0.274723
GBP ModAgg Core,LHYIELD,0.087912
GBP ModAgg Core,FRUS1GR,0.087802
GBP ModAgg Core,FRUS1VA,0.087802
GBP ModAgg Core,MSUTDKL,0.077473
GBP ModAgg Core,MSEMKF$,0.077473
GBP ModAgg Core,MSEXUKL,0.072308
GBP ModAgg Core,CSTLNSH,0.048352
GBP ModAgg Core,CSTEVDH,0.042308
GBP ModAgg Core,FRUSS2L,0.041319
GBP ModAgg Core,MSJPANL,0.036154
GBP ModAgg Core,MSPXJPL,0.036154
GBP ModAgg Core,CSFBMTT,0.03022
GBP ModAgg ex-Alts,LHTRYIN,0.3125
GBP ModAgg ex-Alts,LHYIELD,0.1
GBP ModAgg ex-Alts,FRUS1GR,0.099875
GBP ModAgg ex-Alts,FRUS1VA,0.099875
GBP ModAgg ex-Alts,MSUTDKL,0.088125
GBP ModAgg ex-Alts,MSEMKF$,0.088125
GBP ModAgg ex-Alts,MSEXUKL,0.08225
GBP ModAgg ex-Alts,FRUSS2L,0.047
GBP ModAgg ex-Alts,MSJPANL,0.041125
GBP ModAgg ex-Alts,MSPXJPL,0.041125
GBP ModAgg ex-HFs,LHTRYIN,0.2809
GBP ModAgg ex-HFs,LHYIELD,0.089888
GBP ModAgg ex-HFs,FRUS1GR,0.089775
GBP ModAgg ex-HFs,FRUS1VA,0.089775
GBP ModAgg ex-HFs,MSUTDKL,0.079213
GBP ModAgg ex-HFs,MSEMKF$,0.079213
GBP ModAgg ex-HFs,MSEXUKL,0.073933
GBP ModAgg ex-HFs,FRUSS2L,0.042247
GBP ModAgg ex-HFs,PE_BUYOUT,0.037079
GBP ModAgg ex-HFs,MSJPANL,0.036966
GBP ModAgg ex-HFs,MSPXJPL,0.036966
GBP ModAgg ex-HFs,PE_GROWTH,0.020225
GBP ModAgg ex-HFs,PRIVATE_CREDIT,0.020225
GBP ModAgg ex-HFs,PA_REAL_ESTATE,0.013483
GBP ModAgg ex-HFs,PE_VENTURE,0.010112
GBP ModAgg ex-HFs ex-RAs,LHTRYIN,0.2809
GBP ModAgg ex-HFs ex-RAs,LHYIELD,0.089888
GBP ModAgg ex-HFs ex-RAs,FRUS1GR,0.089775
GBP ModAgg ex-HFs ex-RAs,FRUS1VA,0.089775
GBP ModAgg ex-HFs ex-RAs,MSUTDKL,0.079213
GBP ModAgg ex-HFs ex-RAs,MSEMKF$,0.079213
GBP ModAgg ex-HFs ex-RAs,MSEXUKL,0.073933
GBP ModAgg ex-HFs ex-RAs,FRUSS2L,0.042247
GBP ModAgg ex-HFs ex-RAs,PE_BUYOUT,0.037079
GBP ModAgg ex-HFs ex-RAs,MSJPANL,0.036966
GBP ModAgg ex-HFs ex-RAs,MSPXJPL,0.036966
GBP ModAgg ex-HFs ex-RAs,PRIVATE_CREDIT,0.033708
GBP ModAgg ex-HFs ex-RAs,PE_GROWTH,0.020225
GBP ModAgg ex-HFs ex-RAs,PE_VENTURE,0.010112
GBP ModAgg Full ex-RAs,LHTRYIN,0.25
GBP ModAgg Full ex-RAs,LHYIELD,0.08
GBP ModAgg Full ex-RAs,FRUS1GR,0.0799
GBP ModAgg Full ex-RAs,FRUS1VA,0.0799
GBP ModAgg Full ex-RAs,MSUTDKL,0.0705
